title,year,budget_raw,box_office_raw,release_date,section,image
Spider-Man 3,2007,$258–350 million [ 4 ] [ 5 ] [ 6 ],"$895,871,626",,Highest-grossing,images\2007_Spider-Man_3.jpg
Shrek the Third,2007,$160 million [ 3 ],"$813,367,380",,Highest-grossing,images\2007_Shrek_the_Third.jpg
Transformers,2007,$145–200 million [ 3 ] [ 4 ] [ 5 ],"$709,709,780",,Highest-grossing,images\2007_Transformers.jpg
Ratatouille,2007,$150 million [ 1 ],"$623,726,085",,Highest-grossing,images\2007_Ratatouille.jpg
I Am Legend,2007,$150 million [ 3 ],"$585,410,052",,Highest-grossing,images\2007_I_Am_Legend.jpg
The Simpsons Movie,2007,$75 million [ 4 ],"$536,414,270",,Highest-grossing,images\2007_The_Simpsons_Movie.jpg
National Treasure: Book of Secrets,2007,$130 million [ 1 ],"$459,242,249",,Highest-grossing,images\2007_National_Treasure:_Book_of_Secrets.jpg
300,2007,$65 million [ 2 ] [ 3 ],"$456,068,181",,Highest-grossing,images\2007_300.jpg
The Dark Knight,2008,$185 million,"$997,000,000[4][nb 1]",,Highest-grossing,images\2008_The_Dark_Knight.jpg
Indiana Jones and the Kingdom of the Crystal Skull,2008,$185 million [ 2 ],"$786,636,033",,Highest-grossing,images\2008_Indiana_Jones_and_the_Kingdom_of_the_Crystal_Skull.jpg
Kung Fu Panda,2008,$130 million [ 3 ],"$631,744,560",,Highest-grossing,images\2008_Kung_Fu_Panda.jpg
Hancock,2008,$150 million [ 1 ],"$629,443,428",,Highest-grossing,images\2008_Hancock.jpg
Mamma Mia!,2008,$52 million [ 2 ],"$609,841,637",,Highest-grossing,images\2008_Mamma_Mia!.jpg
Madagascar: Escape 2 Africa,2008,$150 million,"$603,900,354",,Highest-grossing,images\2008_Madagascar:_Escape_2_Africa.jpg
Quantum of Solace,2008,$200–230 million [ 4 ] [ 5 ],"$589,580,482",,Highest-grossing,images\2008_Quantum_of_Solace.jpg
Iron Man,2008,$130–140 million [ 2 ] [ 3 ] [ 4 ],"$585,796,247",,Highest-grossing,images\2008_Iron_Man.jpg
WALL-E,2008,$180 million [ 2 ],"$521,311,860",,Highest-grossing,images\2008_WALL-E.jpg
The Chronicles of Narnia: Prince Caspian,2008,$225 million [ 1 ],"$419,665,568",,Highest-grossing,images\2008_The_Chronicles_of_Narnia:_Prince_Caspian.jpg
Avatar,2009,$237 million [ 4 ],"$2,743,577,587[nb 1]",,Highest-grossing,images\2009_Avatar.jpg
Harry Potter and the Half-Blood Prince,2009,$250 million [ 3 ],"$933,959,197",,Highest-grossing,images\2009_Harry_Potter_and_the_Half-Blood_Prince.jpg
Ice Age: Dawn of the Dinosaurs,2009,$90 million [ 1 ],"$886,686,817",,Highest-grossing,images\2009_Ice_Age:_Dawn_of_the_Dinosaurs.jpg
Transformers: Revenge of the Fallen,2009,$200–210 million [ 4 ] [ 2 ] [ 5 ],"$836,303,693",,Highest-grossing,images\2009_Transformers:_Revenge_of_the_Fallen.jpg
2012,2009,$200 million [ 2 ],"$769,679,473",,Highest-grossing,images\2009_2012.jpg
Up,2009,$175 million,"$735,099,082",,Highest-grossing,images\2009_Up.jpg
The Twilight Saga: New Moon,2009,$50 million [ 1 ],"$709,827,462",,Highest-grossing,images\2009_The_Twilight_Saga:_New_Moon.jpg
Sherlock Holmes,2009,$90 million [ 1 ],"$524,028,679",,Highest-grossing,images\2009_Sherlock_Holmes.jpg
Angels & Demons,2009,$150 million [ 2 ],"$485,930,816",,Highest-grossing,images\2009_Angels_&_Demons.jpg
The Hangover,2009,$35 million [ 2 ],"$469,328,079",,Highest-grossing,images\2009_The_Hangover.jpg
Toy Story 3,2010,$200 million [ 1 ],"$1,066,969,703",,Highest-grossing,images\2010_Toy_Story_3.jpg
Alice in Wonderland,2010,$150 [ 2 ] [ 3 ] –$200 [ 4 ] million,"$1,025,467,110",,Highest-grossing,images\2010_Alice_in_Wonderland.jpg
Harry Potter and the Deathly Hallows – Part 1,2010,$250 million (shared with Part 2 ) [ 3 ] [ 4 ],"$960,897,696",,Highest-grossing,images\2010_Harry_Potter_and_the_Deathly_Hallows_–_Part_1.jpg
Inception,2010,$160 million [ 3 ],"$828,258,695[nb 1]",,Highest-grossing,images\2010_Inception.jpg
Shrek Forever After,2010,$135–165 million [ 3 ] [ 4 ] [ 5 ],"$752,600,867",,Highest-grossing,images\2010_Shrek_Forever_After.jpg
The Twilight Saga: Eclipse,2010,$68 million [ 5 ],"$698,491,347",,Highest-grossing,images\2010_The_Twilight_Saga:_Eclipse.jpg
Iron Man 2,2010,$170–200 million [ 2 ] [ 3 ],"$623,933,331",,Highest-grossing,images\2010_Iron_Man_2.jpg
Tangled,2010,$260 million [ 5 ] [ 6 ],"$592,461,732",,Highest-grossing,images\2010_Tangled.jpg
Despicable Me,2010,$69 million [ 6 ],"$543,113,985",,Highest-grossing,images\2010_Despicable_Me.jpg
How to Train Your Dragon,2010,$165 million [ 3 ],"$494,878,759",,Highest-grossing,images\2010_How_to_Train_Your_Dragon.jpg
Harry Potter and the Deathly Hallows – Part 2,2011,$250 million (shared with Part 1 ) [ 2 ] [ 3 ],"$1,341,511,219",,Highest-grossing,images\2011_Harry_Potter_and_the_Deathly_Hallows_–_Part_2.jpg
Transformers: Dark of the Moon,2011,$195 million [ 6 ] [ 7 ],"$1,123,794,079",,Highest-grossing,images\2011_Transformers:_Dark_of_the_Moon.jpg
Pirates of the Caribbean: On Stranger Tides,2011,$410.6 million (gross) $378.5 million (net) [ 2 ],"$1,045,713,802",,Highest-grossing,images\2011_Pirates_of_the_Caribbean:_On_Stranger_Tides.jpg
The Twilight Saga: Breaking Dawn – Part 1,2011,$127 million [ 3 ] [ 4 ],"$712,205,856",,Highest-grossing,images\2011_The_Twilight_Saga:_Breaking_Dawn_–_Part_1.jpg
Mission: Impossible – Ghost Protocol,2011,$145 million [ 5 ],"$694,713,380",,Highest-grossing,images\2011_Mission:_Impossible_–_Ghost_Protocol.jpg
Kung Fu Panda 2,2011,$150 million [ 3 ],"$665,692,281",,Highest-grossing,images\2011_Kung_Fu_Panda_2.jpg
Fast Five,2011,$125 million [ 4 ],"$626,137,675",,Highest-grossing,images\2011_Fast_Five.jpg
The Hangover Part II,2011,$80 million [ 2 ],"$586,764,305",,Highest-grossing,images\2011_The_Hangover_Part_II.jpg
The Smurfs,2011,$110 million [ 2 ],"$563,749,323",,Highest-grossing,images\2011_The_Smurfs.jpg
Cars 2,2011,$200 million [ 1 ],"$559,852,396",,Highest-grossing,images\2011_Cars_2.jpg
The Avengers,2012,$220–225 million [ 2 ] [ 3 ],"$1,518,812,988",,Highest-grossing,images\2012_The_Avengers.jpg
Skyfall,2012,$150–200 million,"$1,108,561,013",,Highest-grossing,images\2012_Skyfall.jpg
The Dark Knight Rises,2012,$250–300 million (gross) [ 3 ] $230 million (net) [ 3 ],"$1,081,041,287",,Highest-grossing,images\2012_The_Dark_Knight_Rises.jpg
The Hobbit: An Unexpected Journey,2012,$200–315 million [ 3 ] [ 4 ] [ 5 ],"$1,017,003,568",,Highest-grossing,images\2012_The_Hobbit:_An_Unexpected_Journey.jpg
Ice Age: Continental Drift,2012,$95 million [ 2 ] [ 1 ],"$877,244,782",,Highest-grossing,images\2012_Ice_Age:_Continental_Drift.jpg
The Twilight Saga: Breaking Dawn – Part 2,2012,$136 million [ 3 ],"$829,746,820",,Highest-grossing,images\2012_The_Twilight_Saga:_Breaking_Dawn_–_Part_2.jpg
The Amazing Spider-Man,2012,$200–230 million [ a ],"$757,930,663",,Highest-grossing,images\2012_The_Amazing_Spider-Man.jpg
Madagascar 3: Europe's Most Wanted,2012,$145 million [ 5 ] [ 6 ],"$746,921,274",,Highest-grossing,images\2012_Madagascar_3:_Europe's_Most_Wanted.jpg
The Hunger Games,2012,$78 million [ 4 ],"$694,394,724",,Highest-grossing,images\2012_The_Hunger_Games.jpg
Men in Black 3,2012,$215–250 million [ 4 ] [ 5 ] [ 6 ],"$654,213,485",,Highest-grossing,images\2012_Men_in_Black_3.jpg
Frozen,2013,$150 million [ 6 ] [ 7 ],"$1,280,802,282",,Highest-grossing,images\2013_Frozen.jpg
Iron Man 3,2013,$200 million [ 2 ],"$1,214,811,252",,Highest-grossing,images\2013_Iron_Man_3.jpg
Despicable Me 2,2013,$76 million [ 3 ],"$971,000,005",,Highest-grossing,images\2013_Despicable_Me_2.jpg
The Hobbit: The Desolation of Smaug,2013,$217–250 million [ 3 ] [ 4 ],"$958,366,855",,Highest-grossing,images\2013_The_Hobbit:_The_Desolation_of_Smaug.jpg
The Hunger Games: Catching Fire,2013,$130–140 million [ 2 ] [ 3 ] [ 4 ],"$865,011,746",,Highest-grossing,images\2013_The_Hunger_Games:_Catching_Fire.jpg
Fast & Furious 6,2013,$160–260 million [ 7 ] [ 8 ],"$788,679,850",,Highest-grossing,images\2013_Fast_&_Furious_6.jpg
Monsters University,2013,$200 million [ 1 ] [ 2 ] [ 3 ],"$743,559,607",,Highest-grossing,images\2013_Monsters_University.jpg
Gravity,2013,$80–130 million [ 3 ] [ 4 ],"$723,192,705",,Highest-grossing,images\2013_Gravity.jpg
Man of Steel,2013,$225-258  million [ 6 ] [ 7 ],"$670,145,518",,Highest-grossing,images\2013_Man_of_Steel.jpg
Thor: The Dark World,2013,$150–272.1 million [ 2 ] [ 3 ],"$644,783,140",,Highest-grossing,images\2013_Thor:_The_Dark_World.jpg
Transformers: Age of Extinction,2014,$210 million [ 4 ],"$1,104,054,072",,Highest-grossing,images\2014_Transformers:_Age_of_Extinction.jpg
The Hobbit: The Battle of the Five Armies,2014,$209–300 million [ 3 ] [ 4 ] [ 5 ],"$962,201,338",,Highest-grossing,images\2014_The_Hobbit:_The_Battle_of_the_Five_Armies.jpg
Guardians of the Galaxy,2014,$232.3 million (gross) [ 2 ] $195.9 million (net) [ 2 ],"$772,776,600",,Highest-grossing,images\2014_Guardians_of_the_Galaxy.jpg
Maleficent,2014,$180–263 million [ 1 ],"$758,410,378",,Highest-grossing,images\2014_Maleficent.jpg
The Hunger Games: Mockingjay – Part 1,2014,$125–140 million [ 2 ] [ 3 ],"$755,356,711",,Highest-grossing,images\2014_The_Hunger_Games:_Mockingjay_–_Part_1.jpg
X-Men: Days of Future Past,2014,$200–205 million [ 4 ] [ 5 ] [ 6 ],"$746,045,700",,Highest-grossing,images\2014_X-Men:_Days_of_Future_Past.jpg
Captain America: The Winter Soldier,2014,$170–177 million [ 2 ] [ 3 ],"$714,421,503",,Highest-grossing,images\2014_Captain_America:_The_Winter_Soldier.jpg
Dawn of the Planet of the Apes,2014,$170–235 million [ 2 ] [ 3 ] [ 8 ],"$710,644,566",,Highest-grossing,images\2014_Dawn_of_the_Planet_of_the_Apes.jpg
The Amazing Spider-Man 2,2014,$200–293 million [ 3 ] [ 4 ],"$708,982,323",,Highest-grossing,images\2014_The_Amazing_Spider-Man_2.jpg
Interstellar,2014,$165 million [ 3 ],"$677,896,797[nb 1]",,Highest-grossing,images\2014_Interstellar.jpg
Star Wars: The Force Awakens,2015,$447 million (net) [ 2 ] $533 million (gross) [ 2 ],"$2,068,223,624",,Highest-grossing,images\2015_Star_Wars:_The_Force_Awakens.jpg
Jurassic World,2015,$150–215 million [ 1 ] [ 4 ],"$1,670,400,637",,Highest-grossing,images\2015_Jurassic_World.jpg
Furious 7,2015,$190–250 million,"$1,515,047,671",,Highest-grossing,images\2015_Furious_7.jpg
Avengers: Age of Ultron,2015,$444–495.2 million (gross) [ 2 ] [ 3 ] $365 million (net) [ 2 ],"$1,402,809,540",,Highest-grossing,images\2015_Avengers:_Age_of_Ultron.jpg
Minions,2015,$74 million [ 3 ],"$1,159,398,397",,Highest-grossing,images\2015_Minions.jpg
Spectre,2015,$245–300 million [ a ],"$880,674,609",,Highest-grossing,images\2015_Spectre.jpg
Inside Out,2015,$175 million,"$858,811,174",,Highest-grossing,images\2015_Inside_Out.jpg
Mission: Impossible – Rogue Nation,2015,$150 million [ 4 ],"$682,714,267",,Highest-grossing,images\2015_Mission:_Impossible_–_Rogue_Nation.jpg
The Hunger Games: Mockingjay – Part 2,2015,$160 million [ 3 ],"$653,428,261",,Highest-grossing,images\2015_The_Hunger_Games:_Mockingjay_–_Part_2.jpg
The Martian,2015,$108 million [ 3 ],"$630,161,890",,Highest-grossing,images\2015_The_Martian.jpg
Captain America: Civil War,2016,$250 million [ 3 ] [ 4 ] [ 5 ],"$1,153,296,293",,Highest-grossing,images\2016_Captain_America:_Civil_War.jpg
Rogue One: A Star Wars Story,2016,$200–280.2 million [ 2 ] [ 3 ] [ 4 ],"$1,056,057,273",,Highest-grossing,images\2016_Rogue_One:_A_Star_Wars_Story.jpg
Finding Dory,2016,$200 million [ 3 ],"$1,028,570,889",,Highest-grossing,images\2016_Finding_Dory.jpg
Zootopia,2016,$150 million [ 4 ],"$1,023,784,195",,Highest-grossing,images\2016_Zootopia.jpg
The Jungle Book,2016,$175–177 million [ 3 ] [ 4 ],"$966,550,600",,Highest-grossing,images\2016_The_Jungle_Book.jpg
The Secret Life of Pets,2016,$75 million [ 3 ],"$875,457,937",,Highest-grossing,images\2016_The_Secret_Life_of_Pets.jpg
Batman v Superman: Dawn of Justice,2016,$250–325 million [ 6 ] [ 7 ],"$873,634,919",,Highest-grossing,images\2016_Batman_v_Superman:_Dawn_of_Justice.jpg
Fantastic Beasts and Where to Find Them,2016,$175–200 million [ 5 ] [ 6 ] [ 7 ],"$814,037,575",,Highest-grossing,images\2016_Fantastic_Beasts_and_Where_to_Find_Them.jpg
Deadpool,2016,$58 million [ 2 ],"$782,612,155",,Highest-grossing,images\2016_Deadpool.jpg
Suicide Squad,2016,$175 million [ 5 ],"$746,846,894",,Highest-grossing,images\2016_Suicide_Squad.jpg
Star Wars: The Last Jedi,2017,$300 million [ 2 ],"$1,332,539,889",,Highest-grossing,images\2017_Star_Wars:_The_Last_Jedi.jpg
Beauty and the Beast,2017,$160–255 million [ 3 ] [ 4 ] [ 5 ],"$1,263,521,126",,Highest-grossing,images\2017_Beauty_and_the_Beast.jpg
The Fate of the Furious,2017,$250–270 million [ 3 ] [ 4 ],"$1,236,005,118",,Highest-grossing,images\2017_The_Fate_of_the_Furious.jpg
Despicable Me 3,2017,$75−80 million [ 3 ] [ 4 ],"$1,034,799,409",,Highest-grossing,images\2017_Despicable_Me_3.jpg
Jumanji: Welcome to the Jungle,2017,$90 million [ 4 ],"$962,077,546",,Highest-grossing,images\2017_Jumanji:_Welcome_to_the_Jungle.jpg
Spider-Man: Homecoming,2017,$175 million [ 3 ],"$880,166,924",,Highest-grossing,images\2017_Spider-Man:_Homecoming.jpg
Wolf Warrior 2,2017,CN¥200 million ( US$ 30.1 million) [ 4 ],"$870,325,439",,Highest-grossing,images\2017_Wolf_Warrior_2.jpg
Guardians of the Galaxy Vol. 2,2017,$200 million [ 2 ],"$869,087,963",,Highest-grossing,images\2017_Guardians_of_the_Galaxy_Vol._2.jpg
Thor: Ragnarok,2017,$180 million [ 2 ],"$853,983,911",,Highest-grossing,images\2017_Thor:_Ragnarok.jpg
Wonder Woman,2017,$149 million [ 4 ] [ 5 ],"$822,303,505",,Highest-grossing,images\2017_Wonder_Woman.jpg
Avengers: Infinity War,2018,$325–400 million [ 2 ] [ 3 ],"$2,048,359,754",,Highest-grossing,images\2018_Avengers:_Infinity_War.jpg
Black Panther,2018,$200 million [ 2 ] [ 3 ],"$1,347,597,973",,Highest-grossing,images\2018_Black_Panther.jpg
Jurassic World: Fallen Kingdom,2018,$170–465 million [ 5 ] [ 6 ] [ 7 ] [ 8 ],"$1,308,467,944",,Highest-grossing,images\2018_Jurassic_World:_Fallen_Kingdom.jpg
Incredibles 2,2018,$200 million [ 2 ] [ 3 ],"$1,242,805,359",,Highest-grossing,images\2018_Incredibles_2.jpg
Aquaman,2018,$160–200 million [ 4 ] [ 5 ] [ 6 ],"$1,148,528,393",,Highest-grossing,images\2018_Aquaman.jpg
Bohemian Rhapsody,2018,$50–55 million [ 4 ] [ 5 ],"$910,809,311",,Highest-grossing,images\2018_Bohemian_Rhapsody.jpg
Venom,2018,$100–116 million [ 3 ],"$856,085,151",,Highest-grossing,images\2018_Venom.jpg
Mission: Impossible – Fallout,2018,$178–180 million,"$791,115,104",,Highest-grossing,images\2018_Mission:_Impossible_–_Fallout.jpg
Deadpool 2,2018,$110 million [ 1 ],"$785,896,609",,Highest-grossing,images\2018_Deadpool_2.jpg
Fantastic Beasts: The Crimes of Grindelwald,2018,$200 million [ 1 ],"$654,855,901",,Highest-grossing,images\2018_Fantastic_Beasts:_The_Crimes_of_Grindelwald.jpg
Avengers: Endgame,2019,$356–400 million [ 2 ] [ 3 ],"$2,799,439,100",,Highest-grossing,images\2019_Avengers:_Endgame.jpg
The Lion King,2019,$250–260 million [ 3 ] [ 4 ],"$1,656,943,394",,Highest-grossing,images\2019_The_Lion_King.jpg
Frozen 2,2019,$150 million,"$1,450,026,933",,Highest-grossing,images\2019_Frozen_2.jpg
Spider-Man: Far From Home,2019,$160 million [ 3 ],"$1,131,927,996",,Highest-grossing,images\2019_Spider-Man:_Far_From_Home.jpg
Captain Marvel,2019,$152–175 million [ 2 ] [ 3 ],"$1,128,274,794",,Highest-grossing,images\2019_Captain_Marvel.jpg
Joker,2019,$55–70 million,"$1,078,751,311",,Highest-grossing,images\2019_Joker.jpg
Star Wars: The Rise of Skywalker,2019,$416 million [ 2 ],"$1,074,144,248",,Highest-grossing,images\2019_Star_Wars:_The_Rise_of_Skywalker.jpg
Toy Story 4,2019,$200 million [ 2 ],"$1,073,394,593",,Highest-grossing,images\2019_Toy_Story_4.jpg
Aladdin,2019,$183 million [ 3 ],"$1,050,693,953",,Highest-grossing,images\2019_Aladdin.jpg
Jumanji: The Next Level,2019,$125–132 million [ 3 ] [ 4 ],"$801,693,929",,Highest-grossing,images\2019_Jumanji:_The_Next_Level.jpg
Demon Slayer The Movie: Mugen Train,2020,$15.7 million [ 1 ],"$507,127,293[4]",,Highest-grossing,images\2020_Demon_Slayer_The_Movie:_Mugen_Train.jpg
The Eight Hundred,2020,$80 million [ 1 ],"$461,421,559",,Highest-grossing,images\2020_The_Eight_Hundred.jpg
"My People, My Homeland",2020,,"$433,241,288[5]",,Highest-grossing,"images\2020_My_People,_My_Homeland.jpg"
Bad Boys for Life,2020,$90 million [ 6 ],"$426,505,244",,Highest-grossing,images\2020_Bad_Boys_for_Life.jpg
Tenet,2020,$205 million [ 1 ],"$365,304,105",,Highest-grossing,images\2020_Tenet.jpg
Sonic the Hedgehog,2020,$85–90 million [ 8 ] [ 3 ],"$319,715,683",,Highest-grossing,images\2020_Sonic_the_Hedgehog.jpg
Dolittle,2020,$175–192.4 million [ 2 ] [ 3 ],"$251,410,631",,Highest-grossing,images\2020_Dolittle.jpg
Jiang Ziya,2020,,"$243,883,429",,Highest-grossing,images\2020_Jiang_Ziya.jpg
A Little Red Flower,2020,,"$238,600,000[6][7]",,Highest-grossing,images\2020_A_Little_Red_Flower.jpg
Shock Wave 2,2020,US$40 million,"$226,400,000",,Highest-grossing,images\2020_Shock_Wave_2.jpg
Spider-Man: No Way Home,2021,$200 million [ 2 ],"$1,912,233,593[nb 1]",,Highest-grossing,images\2021_Spider-Man:_No_Way_Home.jpg
The Battle at Lake Changjin,2021,US$200 million,"$909,596,236",,Highest-grossing,images\2021_The_Battle_at_Lake_Changjin.jpg
"Hi, Mom",2021,RMB 380 million [ 1 ] (US$59 million),"$841,674,419",,Highest-grossing,"images\2021_Hi,_Mom.jpg"
No Time to Die,2021,$250–301 million,"$774,253,007",,Highest-grossing,images\2021_No_Time_to_Die.jpg
F9,2021,$200–225 million [ 3 ] [ 4 ],"$726,229,501",,Highest-grossing,images\2021_F9.jpg
Detective Chinatown 3,2021,$117 million [ 1 ],"$686,257,563",,Highest-grossing,images\2021_Detective_Chinatown_3.jpg
Venom: Let There Be Carnage,2021,$110 million [ 2 ],"$506,863,592",,Highest-grossing,images\2021_Venom:_Let_There_Be_Carnage.jpg
Godzilla vs. Kong,2021,$155–200 million [ a ],"$470,116,094",,Highest-grossing,images\2021_Godzilla_vs._Kong.jpg
Shang-Chi and the Legend of the Ten Rings,2021,$150–200 million [ 2 ] [ 3 ],"$432,243,292",,Highest-grossing,images\2021_Shang-Chi_and_the_Legend_of_the_Ten_Rings.jpg
Sing 2,2021,$85 million [ 6 ],"$408,588,111",,Highest-grossing,images\2021_Sing_2.jpg
Avatar: The Way of Water,2022,$350–460 million [ 2 ] [ 3 ],"$2,320,250,281",,Highest-grossing,images\2022_Avatar:_The_Way_of_Water.jpg
Top Gun: Maverick,2022,$170–177 million [ 2 ] [ 3 ],"$1,496,696,292",,Highest-grossing,images\2022_Top_Gun:_Maverick.jpg
Jurassic World Dominion,2022,$185–465 million [ 5 ] [ 6 ] [ 7 ],"$1,003,700,664",,Highest-grossing,images\2022_Jurassic_World_Dominion.jpg
Doctor Strange in the Multiverse of Madness,2022,$414.9 million (gross) $350.6 million (net) [ 2 ],"$955,775,804",,Highest-grossing,images\2022_Doctor_Strange_in_the_Multiverse_of_Madness.jpg
Minions: The Rise of Gru,2022,$80–100 million [ 3 ] [ 4 ],"$940,628,210",,Highest-grossing,images\2022_Minions:_The_Rise_of_Gru.jpg
Black Panther: Wakanda Forever,2022,$200–250 million [ 2 ] [ 3 ],"$859,208,836",,Highest-grossing,images\2022_Black_Panther:_Wakanda_Forever.jpg
The Batman,2022,$185–200 million [ 3 ] [ 4 ],"$772,245,583",,Highest-grossing,images\2022_The_Batman.jpg
Thor: Love and Thunder,2022,$250 million [ 2 ] [ 3 ],"$760,928,081",,Highest-grossing,images\2022_Thor:_Love_and_Thunder.jpg
The Battle at Lake Changjin II,2022,,"$626,571,697",,Highest-grossing,images\2022_The_Battle_at_Lake_Changjin_II.jpg
Puss in Boots: The Last Wish,2022,$90–110 million [ 2 ] [ 3 ],"$485,261,639",,Highest-grossing,images\2022_Puss_in_Boots:_The_Last_Wish.jpg
Barbie,2023,$128–145 million [ 4 ] [ 5 ],"$1,446,938,421",,Highest-grossing,images\2023_Barbie.jpg
The Super Mario Bros. Movie,2023,$100 million [ 3 ],"$1,360,847,665",,Highest-grossing,images\2023_The_Super_Mario_Bros._Movie.jpg
Oppenheimer,2023,$100 million [ 5 ],"$975,594,978",,Highest-grossing,images\2023_Oppenheimer.jpg
Guardians of the Galaxy Vol. 3,2023,$250 million [ 2 ],"$845,555,777",,Highest-grossing,images\2023_Guardians_of_the_Galaxy_Vol._3.jpg
Fast X,2023,$378.8 million [ 3 ],"$704,875,015",,Highest-grossing,images\2023_Fast_X.jpg
Spider-Man: Across the Spider-Verse,2023,$100–150 million [ 2 ] [ 3 ],"$690,542,303",,Highest-grossing,images\2023_Spider-Man:_Across_the_Spider-Verse.jpg
Full River Red,2023,CN¥ 500 million ( est. USD$ 72.7 million),"$670,491,959",,Highest-grossing,images\2023_Full_River_Red.jpg
Wonka,2023,$125 million [ 2 ],"$634,402,312",,Highest-grossing,images\2023_Wonka.jpg
The Wandering Earth 2,2023,,"$615,023,132[nb 1]",,Highest-grossing,images\2023_The_Wandering_Earth_2.jpg
Mission: Impossible – Dead Reckoning Part One,2023,$291 million (gross) [ 3 ] $220 million (net) [ 4 ] [ 5 ],"$571,126,289",,Highest-grossing,images\2023_Mission:_Impossible_–_Dead_Reckoning_Part_One.jpg
Inside Out 2,2024,$200 million [ 2 ],"$1,698,863,816",,Highest-grossing,images\2024_Inside_Out_2.jpg
Deadpool & Wolverine,2024,$200 million [ 2 ],"$1,338,073,645",,Highest-grossing,images\2024_Deadpool_&_Wolverine.jpg
Moana 2,2024,$150 million [ 4 ],"$1,059,242,164",,Highest-grossing,images\2024_Moana_2.jpg
Despicable Me 4,2024,$100 million [ 3 ],"$971,315,095",,Highest-grossing,images\2024_Despicable_Me_4.jpg
Wicked,2024,$150 million [ 4 ],"$756,535,681",,Highest-grossing,images\2024_Wicked.jpg
Mufasa: The Lion King,2024,$200 million [ 2 ] [ 3 ] [ 4 ],"$723,060,982",,Highest-grossing,images\2024_Mufasa:_The_Lion_King.jpg
Dune: Part Two,2024,$190 million [ 2 ],"$715,409,065",,Highest-grossing,images\2024_Dune:_Part_Two.jpg
Godzilla x Kong: The New Empire,2024,$135–150 million [ 3 ] [ 4 ],"$572,505,338",,Highest-grossing,images\2024_Godzilla_x_Kong:_The_New_Empire.jpg
Kung Fu Panda 4,2024,$85 million [ 4 ],"$547,689,492",,Highest-grossing,images\2024_Kung_Fu_Panda_4.jpg
Sonic the Hedgehog 3,2024,$122 million [ 7 ],"$492,162,604",,Highest-grossing,images\2024_Sonic_the_Hedgehog_3.jpg
